Job Title,Salary Estimate,salary_min,salary_max,salary_avg,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
"Data System Analyst I, LACERA (Senior Java Developer)",37-70 ,37,70,53.5,3.5,"LACERA
3.5","Pasadena, CA","Pasadena, CA",201 to 500 employees,1938,Government,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),-1,0
Data Analyst,37-70 ,37,70,53.5,2.9,"Arize Corporation
2.9","Anaheim, CA","New York, NY",201 to 500 employees,-1,Company - Private,Publishing,Media,$50 to $100 million (USD),-1,0
Data Analyst,37-70 ,37,70,53.5,2.8,"SAG-AFTRA Health Plan and SAG-Producers Pension Plan
2.8","Burbank, CA","Burbank, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Data Analyst,37-70 ,37,70,53.5,3.1,"Computershare
3.1","El Segundo, CA","Melbourne, Australia",10000+ employees,1978,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,0
Junior Data Analyst,37-70 ,37,70,53.5,5.0,"Staffigo Technical Services, LLC
5.0","Los Angeles, CA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0
Data Analyst,57-103 ,57,103,80.0,3.2,"Cenergy International
3.2","Irwindale, CA","Houston, TX",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0
Marketing Data Analyst,57-103 ,57,103,80.0,5.0,"Scale Media
5.0","Los Angeles, CA","Sherman Oaks, CA",1 to 50 employees,-1,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0
Data and Policy Analyst - Writer/Coordinator,57-103 ,57,103,80.0,3.2,"Acumen
3.2","Los Angeles, CA","Burlingame, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Acumen,0
Sr. Data/Report System Analyst,57-103 ,57,103,80.0,3.9,"Cedars-Sinai
3.9","Beverly Hills, CA","Los Angeles, CA",10000+ employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"UCLA Health, City of Hope, Keck Medicine of USC",0
Equity Data/Research Analyst,57-103 ,57,103,80.0,-1.0,Selby Jennings Buyside,"Los Angeles, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
Senior Data Analyst,57-103 ,57,103,80.0,4.5,"Mobilityware
4.5","Los Angeles, CA","Irvine, CA",51 to 200 employees,1990,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,0
Data Analyst,57-103 ,57,103,80.0,3.9,"Acorns
3.9","Anaheim, CA","Irvine, CA",201 to 500 employees,-1,Company - Private,Brokerage Services,Finance,Unknown / Non-Applicable,-1,0
Data Analyst - (Python),57-103 ,57,103,80.0,5.0,"LEAPROS
5.0","Long Beach, CA","Dana Point, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Data Analyst / Developer,57-103 ,57,103,80.0,-1.0,Kforce Technology Staffing,"Los Angeles, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
Data Analyst I,57-103 ,57,103,80.0,3.1,"L.A. Care Health Plan
3.1","Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Health Net, Kaiser Permanente, Molina Healthcare",0
Senior Data Analyst,57-103 ,57,103,80.0,3.6,"Superior Court of California County of Los Angeles
3.6","Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,-1,Government,Municipal Governments,Government,Unknown / Non-Applicable,-1,0
Senior Data Analyst,57-103 ,57,103,80.0,3.3,"Tillster
3.3","Los Angeles, CA","San Diego, CA",51 to 200 employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,0
Billingual Chinese - Data Analyst,57-103 ,57,103,80.0,3.7,"Tripalink
3.7","Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2016,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,-1,0
Senior Data Analyst,57-103 ,57,103,80.0,4.6,"TutorMe
4.6","Los Angeles, CA","Los Angeles, CA",51 to 200 employees,2015,Subsidiary or Business Segment,Colleges & Universities,Education,Unknown / Non-Applicable,"Chegg, Tutor.com, Smarthinking",0
Reporting Data Analyst,57-103 ,57,103,80.0,4.5,"Century Group (CA)
4.5","El Segundo, CA","El Segundo, CA",51 to 200 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0
Public Policy Data Analyst,57-103 ,57,103,80.0,3.9,"Netflix, Inc.
3.9","Los Angeles, CA","Los Gatos, CA",1001 to 5000 employees,1997,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),-1,0
Epidemiologist Data Analyst-Urology,57-103 ,57,103,80.0,3.8,"UC Davis Medical Center
3.8","Los Angeles, CA","Sacramento, CA",10000+ employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1,0
Data Analyst I,57-103 ,57,103,80.0,3.0,"Tarzana
3.0","Northridge, CA","Tarzana, CA",501 to 1000 employees,1971,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0
Data Systems Analyst,57-103 ,57,103,80.0,3.9,"STAND 8 Technology Services
3.9","Los Angeles, CA","Los Angeles, CA",51 to 200 employees,2009,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0
"Data Analyst, Predictive Analytics",57-103 ,57,103,80.0,3.4,"Internet Brands
3.4","Los Angeles, CA","El Segundo, CA",1001 to 5000 employees,1998,Company - Private,Internet,Information Technology,$1 to $2 billion (USD),-1,0
Data Reporting Analyst,57-103 ,57,103,80.0,3.5,"Robert Half
3.5","Los Angeles, CA","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",0
Senior Data Analyst,57-103 ,57,103,80.0,4.0,"Fox Corporation
4.0","Los Angeles, CA","New York, NY",5001 to 10000 employees,2019,Company - Public,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,-1,0
Business Data Analyst,57-103 ,57,103,80.0,5.0,"Connect International
5.0","Los Angeles, CA","West Roxbury, MA",1 to 50 employees,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,0
Business Data Analyst,57-103 ,57,103,80.0,4.5,"PUBG Santa Monica
4.5","Los Angeles, CA","Seoul, South Korea",501 to 1000 employees,2017,Company - Private,Video Games,Media,Unknown / Non-Applicable,"Activision, Riot Games, Electronic Arts",0
Epidemiologist Data Analyst-Urology,57-103 ,57,103,80.0,4.0,"UCLA Health
4.0","Los Angeles, CA","Los Angeles, CA",5001 to 10000 employees,1919,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Cedars-Sinai Medical Center, Loma Linda University Health, Harbor Hospital",0
Mid-Senior Data Analyst,57-103 ,57,103,80.0,3.5,"Robert Half
3.5","Los Angeles, CA","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",0
Associate Player Support Data Analyst,57-103 ,57,103,80.0,3.4,"Activision Blizzard
3.4","El Segundo, CA","Santa Monica, CA",10000+ employees,1979,Company - Public,Video Games,Media,$5 to $10 billion (USD),-1,0
BI/Data Analyst,57-103 ,57,103,80.0,2.1,"The Loot Company
2.1","Los Angeles, CA","Los Angeles, CA",201 to 500 employees,2012,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,-1,0
"Sr. Data Analyst, Ad Operations",57-103 ,57,103,80.0,3.8,"System1
3.8","Venice, CA","Venice, CA",201 to 500 employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0
Data Analyst Junior,35-45 ,35,45,40.0,5.0,"Staffigo Technical Services, LLC
5.0","Los Angeles, CA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0
"Customer Insights Manager, Senior Data Analyst | Mobile",35-45 ,35,45,40.0,-1.0,Elever Professional,"Los Angeles, CA","Austin, TX",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Research Sr. Data Analyst - Kaiser Permanente Bernard J. Tyson School of Medicine,35-45 ,35,45,40.0,4.0,"Kaiser Permanente
4.0","Pasadena, CA","Oakland, CA",10000+ employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"HCA Healthcare, Dignity Health, Sutter Health",0
"Senior Business Technology Analyst - Big Data (Los Angeles area, CA)",35-45 ,35,45,40.0,3.8,"ZS Associates
3.8","Los Angeles, CA","Evanston, IL",5001 to 10000 employees,1983,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0
Financial Data Analyst,35-45 ,35,45,40.0,3.8,"Tecolote Research
3.8","El Segundo, CA","Goleta, CA",501 to 1000 employees,1973,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),-1,0
Enterprise Data Quality Analyst - EDM,35-45 ,35,45,40.0,3.6,"City National Bank
3.6","Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",0
Survey Data Analyst,35-45 ,35,45,40.0,4.9,"Cypress HCM
4.9","Los Angeles, CA","Walnut Creek, CA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0
Data Analyst/SQL/Healthcare Or Medical OR Clinical,35-45 ,35,45,40.0,-1.0,"Infonex Technologies, Inc.","Pasadena, CA","Santa Clara, CA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,0
Data Analyst Manager,35-45 ,35,45,40.0,-1.0,Oakwood Search - CHURN,"Los Angeles, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
Enterprise Data Analyst,35-45 ,35,45,40.0,3.6,"City National Bank
3.6","Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",0
MEDIA DATA ANALYST,35-45 ,35,45,40.0,-1.0,Bloom Ads Global Media Group,"Los Angeles, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
Data Analyst - Personalization,35-45 ,35,45,40.0,3.4,"Internet Brands, Inc.
3.4","Los Angeles, CA","El Segundo, CA",1001 to 5000 employees,1998,Company - Private,Internet,Information Technology,$1 to $2 billion (USD),-1,0
Data Systems Analyst III,35-45 ,35,45,40.0,-1.0,ESP Legal,"Los Angeles, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
Data Analyst / Developer,35-45 ,35,45,40.0,4.1,"Kforce
4.1","Los Angeles, CA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,0
Senior Data Bi Analyst,35-45 ,35,45,40.0,3.4,"Apollo Medical Holdings, Inc.
3.4","Alhambra, CA","Sandy, UT",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,0
"Operations Analyst, Data Governance",35-45 ,35,45,40.0,3.7,"Turner Broadcasting
3.7","Burbank, CA","New York, NY",10000+ employees,2003,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$10+ billion (USD),"Walt Disney Company, NBCUniversal",0
"Analyst, Data (Pharmacy & SQL)",35-45 ,35,45,40.0,3.1,"Molina Healthcare
3.1","Long Beach, CA","Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,0
"Sr. Business Analyst, Data Science and Analytics",35-45 ,35,45,40.0,3.0,"Beautycounter
3.0","Santa Monica, CA","Santa Monica, CA",201 to 500 employees,2013,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1,0
Enterprise Data Quality Analyst - EDM,35-45 ,35,45,40.0,3.5,"Genuent
3.5","Los Angeles, CA","Houston, TX",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0
Microsoft Dynamics CRM Data Analyst,35-45 ,35,45,40.0,3.7,"IBM
3.7","Los Angeles, CA","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0
"Marketing Data Analyst, Teleflora",35-45 ,35,45,40.0,3.6,"The Wonderful Company LLC
3.6","Los Angeles, CA","Los Angeles, CA",5001 to 10000 employees,1980,Company - Private,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,0
Senior Customer Data Analyst : 20,35-45 ,35,45,40.0,4.6,"Akraya Inc.
4.6","Los Angeles, CA","Santa Clara, CA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),"Collabera, Artech Information Systems, TEKsystems",0
REMOTE Data Analyst - POWER BI+MONGO+ DAX EXPERIENCE,35-45 ,35,45,40.0,-1.0,Catasys Health,"Santa Monica, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
Senior Data Analyst - User Growth,35-45 ,35,45,40.0,3.8,"TikTok
3.8","Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0
Automotive Data Analyst,35-45 ,35,45,40.0,2.7,"MotorTrend Group
2.7","El Segundo, CA","Los Angeles, CA",501 to 1000 employees,1948,Company - Public,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,-1,0
Data Analyst - Product,35-45 ,35,45,40.0,3.4,"Mercury Insurance Group
3.4","Brea, CA","Los Angeles, CA",1001 to 5000 employees,1961,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,0
"Sr. Analyst, Data",35-45 ,35,45,40.0,3.1,"Molina Healthcare
3.1","Long Beach, CA","Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,0
Senior Data Insights Analyst,35-45 ,35,45,40.0,-1.0,Endpoint Closing,"El Segundo, CA","El Segundo, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Bilingual (Chinese) Data Analyst,42-66 ,42,66,54.0,3.7,"Tripalink
3.7","Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2016,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,-1,0
Systems and Data Analyst - SQL,42-66 ,42,66,54.0,-1.0,Ottimo Resources,"Duarte, CA","Carson, CA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,0
Data Entry Analyst,42-66 ,42,66,54.0,3.6,"Ajilon
3.6","Woodland Hills, CA","Jacksonville, FL",1001 to 5000 employees,1994,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0
"Sr Analyst, Data Operations",42-66 ,42,66,54.0,5.0,"WB Technology
5.0","Burbank, CA","Bishnupur , India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Data Intelligence Analyst II,42-66 ,42,66,54.0,4.0,"Prosum
4.0","Los Angeles, CA","El Segundo, CA",201 to 500 employees,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),"Kforce, NTT DATA, IBM",0
Business Analyst / Data Analyst with Financial Industry Experience,42-66 ,42,66,54.0,3.0,"INSPIRE IT Solutions
3.0","Monterey Park, CA","Hyderabad, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Sr. Data Analyst,42-66 ,42,66,54.0,3.3,"Saicon Consultants Inc
3.3","Burbank, CA","Overland Park, KS",201 to 500 employees,1998,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0
Investment Reporting Data Analyst,42-66 ,42,66,54.0,-1.0,"Recruiting Resources, Inc.","El Segundo, CA","Los Angeles, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Jr. Data Analyst (Jr. DA),42-66 ,42,66,54.0,4.0,"Prime MSO, LLC.
4.0","Glendale, CA","Dayton, OH",1 to 50 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),-1,0
Sr. Business Data Analyst,42-66 ,42,66,54.0,4.9,"KORE1 Technologies
4.9","Santa Monica, CA","Irvine, CA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),"CyberCoders, Kforce, ASGN Incorporated",0
Data Reporting Analyst,42-66 ,42,66,54.0,3.6,"Axelon Services Corporation
3.6","Pasadena, CA","New York, NY",501 to 1000 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0
Pricing Data Analyst,42-66 ,42,66,54.0,3.6,"City National Corporation
3.6","Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",0
Senior Data Engineer & Analyst,42-66 ,42,66,54.0,5.0,"Pddn
5.0","Pasadena, CA","Fremont, CA",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),-1,0
Principal Data Management Analyst,42-66 ,42,66,54.0,3.8,"Northrop Grumman
3.8","Woodland Hills, CA","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0
Sr. Data Analyst,42-66 ,42,66,54.0,4.3,"ConsultNet, LLC
4.3","Burbank, CA","South Jordan, UT",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0
Sr Data Analyst (DW),42-66 ,42,66,54.0,4.2,"Aviana Global Technologies, Inc
4.2","Los Angeles, CA","Brea, CA",1 to 50 employees,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),"OpenSymmetry, Perficient, DataClarity",0
"Data Analyst, Product",42-66 ,42,66,54.0,3.9,"Jam City
3.9","Culver City, CA","Los Angeles, CA",501 to 1000 employees,2010,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,0
"Digital Media Data Analyst, Apple TV+",42-66 ,42,66,54.0,4.1,"Apple
4.1","Culver City, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0
Data Intelligence Analyst,42-66 ,42,66,54.0,3.4,"EMINENT, INC.
3.4","Cerritos, CA","Williamsville, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0
"Operations Analyst, Data Governance",42-66 ,42,66,54.0,5.0,"WB Technology
5.0","Burbank, CA","Bishnupur , India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Sr. Data Analyst,42-66 ,42,66,54.0,3.8,"Dollar Shave Club
3.8","Marina del Rey, CA","Marina del Rey, CA",201 to 500 employees,2011,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,0
Data Technician/Analyst/Specialist,42-66 ,42,66,54.0,3.5,"Leo Tech, LLC
3.5","Long Beach, CA","Singapore, Singapore",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Senior Data Analyst,42-66 ,42,66,54.0,3.8,"TikTok
3.8","Culver City, CA","Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0
Research Data Analyst,42-66 ,42,66,54.0,-1.0,"Recargo, Inc., makers of PlugShare","El Segundo, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
【1yr OPT+Intern】Data Analyst 保实习保就业,42-66 ,42,66,54.0,-1.0,Easyfind Company,"Arcadia, CA","Noida, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Heightened Standards Data Analyst,42-66 ,42,66,54.0,3.6,"City National Bank
3.6","Beverly Hills, CA","Los Angeles, CA",1001 to 5000 employees,1954,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",0
Corporate: Data Analyst,42-66 ,42,66,54.0,3.4,"U.S. Auto Parts Network, Inc.
3.4","Torrance, CA","Carson, CA",1001 to 5000 employees,1995,Company - Public,Automotive Parts & Accessories Stores,Retail,$100 to $500 million (USD),"AutoZone, eBay, Advance Auto Parts",0
Sr Data Analyst,42-66 ,42,66,54.0,3.1,"MyLife.com
3.1","Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2002,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1,0
Data Analyst I- ON SITE POSITION,42-66 ,42,66,54.0,1.0,"Center for Family Health and Education
1.0","Panorama City, CA","Panorama City, CA",1 to 50 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,0
"Analyst, Data",42-66 ,42,66,54.0,3.1,"Molina Healthcare
3.1","Long Beach, CA","Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,0
Senior Data Analyst,65-81 ,65,81,73.0,4.7,"DISQO
4.7","Glendale, CA","Glendale, CA",51 to 200 employees,2014,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,0
Credit Data Analyst,65-81 ,65,81,73.0,-1.0,Dot 818,"Glendale, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
Sr Performance Metrics Data Analyst,65-81 ,65,81,73.0,-1.0,BBCN Bank,"Los Angeles, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
Sr. Data Analyst,65-81 ,65,81,73.0,-1.0,Launch Infotech,"Signal Hill, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
Junior Data Analyst,65-81 ,65,81,73.0,3.9,"Tech Air
3.9","Long Beach, CA","Danbury, CT",201 to 500 employees,1935,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0
SENIOR DATA BI ANALYST,65-81 ,65,81,73.0,2.5,"Network Medical Management Inc
2.5","Alhambra, CA","Alhambra, CA",501 to 1000 employees,1994,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0
Data Analyst - MS Access & Excel,65-81 ,65,81,73.0,3.5,"Midcom
3.5","Azusa, CA","Anaheim, CA",51 to 200 employees,1979,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0
Data Analyst (Asset Management / eDiscovery),65-81 ,65,81,73.0,3.8,"Odesus
3.8","Burbank, CA","Los Angeles, CA",51 to 200 employees,2001,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,0
Jr. Data Analyst,65-81 ,65,81,73.0,3.8,"Login Consulting Services
3.8","El Segundo, CA","El Segundo, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,0
Sr. Data Analyst,65-81 ,65,81,73.0,4.0,"Unilever
4.0","Marina del Rey, CA","London, United Kingdom",10000+ employees,1872,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Procter & Gamble, Nestlé, Johnson & Johnson",0
"Data Analyst - Health, Experienced",65-81 ,65,81,73.0,4.1,"Blue Shield of California
4.1","Woodland Hills, CA","Oakland, CA",5001 to 10000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),-1,0
Product/Data Analyst,65-81 ,65,81,73.0,-1.0,Clear Technology Consulting,"Glendale, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
Junior Data Analyst,65-81 ,65,81,73.0,3.8,"Airgas
3.8","Long Beach, CA","Radnor, PA",10000+ employees,1982,Company - Public,Chemical Manufacturing,Manufacturing,$5 to $10 billion (USD),-1,0
Reporting Data Analyst,65-81 ,65,81,73.0,3.0,"Apollo Global Management
3.0","El Segundo, CA","New York, NY",1001 to 5000 employees,1990,Company - Public,Venture Capital & Private Equity,Finance,$1 to $2 billion (USD),-1,0
Data Intelligence Analyst,65-81 ,65,81,73.0,3.3,"Revolve
3.3","Cerritos, CA","Cerritos, CA",201 to 500 employees,2003,Company - Public,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,-1,0
"Data Analyst-Cerritos, CA",65-81 ,65,81,73.0,5.0,"Georgia IT Inc.
5.0","Cerritos, CA","Alpharetta, GA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,0
Digital Marketing Data Analyst,65-81 ,65,81,73.0,-1.0,"Recargo, Inc., makers of PlugShare","El Segundo, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
Sr Performance Metrics Data Analyst,65-81 ,65,81,73.0,2.6,"Bank Of Hope
2.6","Los Angeles, CA","Los Angeles, CA",201 to 500 employees,-1,Company - Public,-1,-1,$100 to $500 million (USD),-1,0
Student Data Compliance Analyst,65-81 ,65,81,73.0,3.3,"KIPP SoCal Public Schools
3.3","Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,2003,Nonprofit Organization,K-12 Education,Education,$50 to $100 million (USD),-1,0
Data Quality Control Analyst,65-81 ,65,81,73.0,3.5,"Genuent
3.5","Glendale, CA","Houston, TX",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0
Senior Data Management Analyst,65-81 ,65,81,73.0,3.0,"Apollo Global Management
3.0","El Segundo, CA","New York, NY",1001 to 5000 employees,1990,Company - Public,Venture Capital & Private Equity,Finance,$1 to $2 billion (USD),-1,0
Sr. Data Analyst,65-81 ,65,81,73.0,2.8,"SAG-AFTRA Health Plan and SAG-Producers Pension Plan
2.8","Burbank, CA","Burbank, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
Data Analyst HEDIS Star,65-81 ,65,81,73.0,3.2,"SCAN Health Plan
3.2","Long Beach, CA","Long Beach, CA",501 to 1000 employees,1977,Nonprofit Organization,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,0
Senior Data Analyst,65-81 ,65,81,73.0,4.7,"PlayQ
4.7","Santa Monica, CA","Santa Monica, CA",51 to 200 employees,2007,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,0
Sr. Data Analyst,65-81 ,65,81,73.0,3.1,"Molina Healthcare
3.1","Long Beach, CA","Long Beach, CA",10000+ employees,1980,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,0
SAP Master Data Analyst,65-81 ,65,81,73.0,2.5,"NetSource, Inc.
2.5","Los Angeles, CA","Bolton, CT",51 to 200 employees,-1,Company - Private,Consumer Products Manufacturing,Manufacturing,$10 to $25 million (USD),-1,0
Service Operations Data Analyst,65-81 ,65,81,73.0,3.3,"Quinn Group, Inc.
3.3","City of Industry, CA","City of Industry, CA",501 to 1000 employees,1919,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",Unknown / Non-Applicable,"John Deere, Bobcat Company",0
Data Analyst I,65-81 ,65,81,73.0,-1.0,"zz-Tarzana Treatment Centers, Inc.","Northridge, CA",-1,-1,-1,-1,-1,-1,-1,-1,0
Senior Data Management Analyst,65-81 ,65,81,73.0,-1.0,"Recruiting Resources, Inc.","El Segundo, CA","Los Angeles, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
System and Data Analyst,113-132 ,113,132,122.5,2.9,"Pacific Clinics
2.9","Arcadia, CA","Arcadia, CA",501 to 1000 employees,1926,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,0
Service Operations Data Analyst,113-132 ,113,132,122.5,5.0,"Quinn Group
5.0","City of Industry, CA","Taipei, Taiwan",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0
