work_year,job_title,job_category,salary_currency,salary_local,salary_in_usd,employee_residence,experience_level,employment_type,remote_ratio,company_location,company_country,company_size,data_source,work_setting_standardized
2023,Data Scientist,Data Science and Research,USD,165000.0,165000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Scientist,Data Science and Research,USD,300000.0,300000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Scientist,Data Science and Research,USD,150000.0,150000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,ML Engineer,Machine Learning and AI,USD,300000.0,300000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,ML Engineer,Machine Learning and AI,USD,150000.0,150000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,212800.0,212800.0,United States,Senior,Full-time,,United States,United States,Large,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,111600.0,111600.0,United States,Senior,Full-time,,United States,United States,Large,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,213600.0,213600.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,103200.0,103200.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,230000.0,230000.0,Canada,Senior,Full-time,,Canada,Canada,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,153000.0,153000.0,Canada,Senior,Full-time,,Canada,Canada,Medium,Jobs in Data,Remote
2023,Research Engineer,Data Science and Research,USD,308000.0,308000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Engineer,Data Science and Research,USD,190400.0,190400.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,204000.0,204000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,127500.0,127500.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,250000.0,250000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,125000.0,125000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Engineer,Data Science and Research,USD,385000.0,385000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Engineer,Data Science and Research,USD,310000.0,310000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,120000.0,120000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Analyst,Data Analysis,USD,88000.0,88000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Machine Learning Engineer,Machine Learning and AI,USD,158000.0,158000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Machine Learning Engineer,Machine Learning and AI,USD,108000.0,108000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Engineer,Data Engineering,USD,385000.0,385000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,310000.0,310000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,247300.0,247300.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,139700.0,139700.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,240000.0,240000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,180000.0,180000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Engineer,Data Engineering,USD,130000.0,130000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Engineer,Data Engineering,USD,101570.0,101570.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,210000.0,210000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,165000.0,165000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,AI Engineer,Machine Learning and AI,USD,170200.0,170200.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,AI Engineer,Machine Learning and AI,USD,83900.0,83900.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Applied Scientist,Data Science and Research,USD,222200.0,222200.0,United States,Senior,Full-time,,United States,United States,Large,Jobs in Data,In-person
2023,Applied Scientist,Data Science and Research,USD,136000.0,136000.0,United States,Senior,Full-time,,United States,United States,Large,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,169000.0,169000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,91000.0,91000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,135000.0,135000.0,United States,Entry-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,110000.0,110000.0,United States,Entry-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,GBP,105000.0,129192.0,United Kingdom,Senior,Full-time,,United Kingdom,United Kingdom,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,GBP,80000.0,98432.0,United Kingdom,Senior,Full-time,,United Kingdom,United Kingdom,Medium,Jobs in Data,In-person
2023,AI Engineer,Machine Learning and AI,GBP,300000.0,369120.0,United Kingdom,Mid-level,Full-time,,United Kingdom,United Kingdom,Medium,Jobs in Data,In-person
2023,AI Engineer,Machine Learning and AI,GBP,33063.0,40680.0,United Kingdom,Mid-level,Full-time,,United Kingdom,United Kingdom,Medium,Jobs in Data,In-person
2023,Research Scientist,Data Science and Research,USD,150000.0,150000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Research Scientist,Data Science and Research,USD,130000.0,130000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Engineer,Data Engineering,USD,128000.0,128000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,81500.0,81500.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Architect,Data Architecture and Modeling,USD,306000.0,306000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Architect,Data Architecture and Modeling,USD,204000.0,204000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,185900.0,185900.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,129300.0,129300.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500.0,204500.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200.0,142200.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,EUR,70000.0,75577.0,Netherlands,Mid-level,Full-time,,Netherlands,Netherlands,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,18000.0,18000.0,India,Entry-level,Full-time,,India,India,Medium,Jobs in Data,Hybrid
2023,Data Analyst,Data Analysis,GBP,300000.0,369120.0,United Kingdom,Mid-level,Full-time,,United Kingdom,United Kingdom,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,GBP,50000.0,61520.0,United Kingdom,Mid-level,Full-time,,United Kingdom,United Kingdom,Medium,Jobs in Data,In-person
2023,Head of Data,Leadership and Management,USD,270000.0,270000.0,United States,Executive,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Head of Data,Leadership and Management,USD,200000.0,200000.0,United States,Executive,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,204500.0,204500.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,142200.0,142200.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,GBP,75000.0,92280.0,United Kingdom,Mid-level,Full-time,,United Kingdom,United Kingdom,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,GBP,55000.0,67672.0,United Kingdom,Mid-level,Full-time,,United Kingdom,United Kingdom,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,188600.0,188600.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,111550.0,111550.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,USD,230000.0,230000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,USD,160000.0,160000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,247300.0,247300.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,139700.0,139700.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,AI Engineer,Machine Learning and AI,USD,360000.0,360000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,AI Engineer,Machine Learning and AI,USD,240000.0,240000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,ETL Developer,Data Engineering,USD,129100.0,129100.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,ETL Developer,Data Engineering,USD,111400.0,111400.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,135000.0,135000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Analyst,Data Analysis,USD,110000.0,110000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Machine Learning Engineer,Machine Learning and AI,USD,214500.0,214500.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,USD,132600.0,132600.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,120000.0,120000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,100000.0,100000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,USD,242921.0,242921.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,USD,170045.0,170045.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,225000.0,225000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Engineer,Data Engineering,USD,175000.0,175000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,180000.0,180000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,162000.0,162000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Architect,Data Architecture and Modeling,USD,175000.0,175000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Architect,Data Architecture and Modeling,USD,90000.0,90000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,156450.0,156450.0,United States,Entry-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,119200.0,119200.0,United States,Entry-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,245000.0,245000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,185000.0,185000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,USD,214500.0,214500.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,USD,132600.0,132600.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,154800.0,154800.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,76300.0,76300.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,178600.0,178600.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,88600.0,88600.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Scientist,Data Science and Research,USD,248100.0,248100.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Scientist,Data Science and Research,USD,145900.0,145900.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,93919.0,93919.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Analyst,Data Analysis,USD,51962.0,51962.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,207345.0,207345.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,180300.0,180300.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000.0,200000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,USD,140000.0,140000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Analytics Engineer,Leadership and Management,USD,205000.0,205000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Analytics Engineer,Leadership and Management,USD,167500.0,167500.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,140000.0,140000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Analyst,Data Analysis,USD,110000.0,110000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,228045.0,228045.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,198300.0,198300.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Engineer,Data Engineering,USD,150000.0,150000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Engineer,Data Engineering,USD,140000.0,140000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Analyst,Data Analysis,USD,100000.0,100000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,75000.0,75000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,EUR,45000.0,48585.0,Spain,Senior,Full-time,,Spain,Spain,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,EUR,36000.0,38868.0,Spain,Senior,Full-time,,Spain,Spain,Medium,Jobs in Data,In-person
2023,BI Developer,BI and Visualization,USD,100000.0,100000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,BI Developer,BI and Visualization,USD,75000.0,75000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,EUR,72360.0,78125.0,Latvia,Mid-level,Full-time,,Latvia,Latvia,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,EUR,37440.0,40423.0,Latvia,Mid-level,Full-time,,Latvia,Latvia,Medium,Jobs in Data,In-person
2023,Data Modeler,Data Architecture and Modeling,USD,140000.0,140000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Modeler,Data Architecture and Modeling,USD,100000.0,100000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analytics Manager,Leadership and Management,USD,125000.0,125000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analytics Manager,Leadership and Management,USD,120000.0,120000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Business Intelligence Analyst,BI and Visualization,USD,127000.0,127000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Business Intelligence Analyst,BI and Visualization,USD,99000.0,99000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,130000.0,130000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Engineer,Data Engineering,USD,120000.0,120000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Business Intelligence Analyst,BI and Visualization,USD,194500.0,194500.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Business Intelligence Analyst,BI and Visualization,USD,132320.0,132320.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Engineer,Data Engineering,USD,135000.0,135000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,90000.0,90000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,223602.0,223602.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,143520.0,143520.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Scientist,Machine Learning and AI,USD,180000.0,180000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Scientist,Machine Learning and AI,USD,140000.0,140000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,180000.0,180000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,162000.0,162000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,GBP,99000.0,121809.0,United Kingdom,Senior,Full-time,,United Kingdom,United Kingdom,Medium,Jobs in Data,Remote
2023,Data Engineer,Data Engineering,GBP,68000.0,83667.0,United Kingdom,Senior,Full-time,,United Kingdom,United Kingdom,Medium,Jobs in Data,Remote
2023,Data Analyst,Data Analysis,USD,120350.0,120350.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Analyst,Data Analysis,USD,74400.0,74400.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Scientist,Data Science and Research,USD,185000.0,185000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,123000.0,123000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,140000.0,140000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Engineer,Data Engineering,USD,90000.0,90000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Machine Learning Engineer,Machine Learning and AI,USD,214500.0,214500.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,USD,132600.0,132600.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,154000.0,154000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,103000.0,103000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,90000.0,90000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Analyst,Data Analysis,USD,80000.0,80000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Manager,Leadership and Management,USD,140000.0,140000.0,United States,Executive,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Manager,Leadership and Management,USD,100000.0,100000.0,United States,Executive,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,170000.0,170000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,100000.0,100000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,115000.0,115000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,105000.0,105000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,296100.0,296100.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,144500.0,144500.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,220000.0,220000.0,United States,Entry-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,187000.0,187000.0,United States,Entry-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,118600.0,118600.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,96800.0,96800.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,100000.0,100000.0,United States,Entry-level,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Machine Learning Engineer,Machine Learning and AI,EUR,45000.0,48585.0,Italy,Mid-level,Full-time,,United Kingdom,United Kingdom,Medium,Jobs in Data,Remote
2023,Data Analyst,Data Analysis,USD,142000.0,142000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,128000.0,128000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,ETL Developer,Data Engineering,USD,99500.0,99500.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,ETL Developer,Data Engineering,USD,53300.0,53300.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,210000.0,210000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,165000.0,165000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Scientist,Data Science and Research,USD,172000.0,172000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Scientist,Data Science and Research,USD,125000.0,125000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,250000.0,250000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,190000.0,190000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Engineer,Data Science and Research,USD,245000.0,245000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Engineer,Data Science and Research,USD,245000.0,245000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Architect,Data Architecture and Modeling,USD,234900.0,234900.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Architect,Data Architecture and Modeling,USD,68400.0,68400.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,155000.0,155000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Scientist,Data Science and Research,USD,139000.0,139000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,142000.0,142000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,128000.0,128000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Engineer,Data Science and Research,USD,172000.0,172000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Research Engineer,Data Science and Research,USD,125000.0,125000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,128000.0,128000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,81500.0,81500.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,167500.0,167500.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,106500.0,106500.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,150000.0,150000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Engineer,Data Engineering,USD,100000.0,100000.0,United States,Mid-level,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Data Analyst,Data Analysis,USD,139600.0,139600.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Analyst,Data Analysis,USD,85700.0,85700.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2020,Azure Data Engineer,Data Engineering,USD,100000.0,100000.0,Mauritius,Entry-level,Full-time,,Mauritius,Mauritius,Small,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,143000.0,143000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Engineer,Data Engineering,USD,95000.0,95000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Manager,Leadership and Management,USD,145000.0,145000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Data Manager,Leadership and Management,USD,130000.0,130000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,In-person
2023,Machine Learning Engineer,Machine Learning and AI,USD,330000.0,330000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
2023,Machine Learning Engineer,Machine Learning and AI,USD,188000.0,188000.0,United States,Senior,Full-time,,United States,United States,Medium,Jobs in Data,Remote
